id,audio_path,text,class,classID,fold,fsID,start,end,salience,error
180937-7-3-29.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-29.wav,jackhammer,jackhammer,7,1,180937,319.084561,323.084561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-3.wav,jackhammer,jackhammer,7,1,180937,306.084561,310.084561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-30.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-30.wav,jackhammer,jackhammer,7,1,180937,319.584561,323.584561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-31.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-31.wav,jackhammer,jackhammer,7,1,180937,320.084561,324.084561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-32.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-32.wav,jackhammer,jackhammer,7,1,180937,320.584561,324.584561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-33.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-33.wav,jackhammer,jackhammer,7,1,180937,321.084561,325.084561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-4.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-4.wav,jackhammer,jackhammer,7,1,180937,306.584561,310.584561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-5.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-5.wav,jackhammer,jackhammer,7,1,180937,307.084561,311.084561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-6.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-6.wav,jackhammer,jackhammer,7,1,180937,307.584561,311.584561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-7.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-7.wav,jackhammer,jackhammer,7,1,180937,308.084561,312.084561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-8.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-8.wav,jackhammer,jackhammer,7,1,180937,308.584561,312.584561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-3-9.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-3-9.wav,jackhammer,jackhammer,7,1,180937,309.084561,313.084561,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-0.wav,jackhammer,jackhammer,7,1,180937,463.203523,467.203523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-10.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-10.wav,jackhammer,jackhammer,7,1,180937,468.203523,472.203523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-11.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-11.wav,jackhammer,jackhammer,7,1,180937,468.703523,472.703523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-12.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-12.wav,jackhammer,jackhammer,7,1,180937,469.203523,473.203523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-13.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-13.wav,jackhammer,jackhammer,7,1,180937,469.703523,473.703523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-14.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-14.wav,jackhammer,jackhammer,7,1,180937,470.203523,474.203523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-2.wav,jackhammer,jackhammer,7,1,180937,464.203523,468.203523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-3.wav,jackhammer,jackhammer,7,1,180937,464.703523,468.703523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-4.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-4.wav,jackhammer,jackhammer,7,1,180937,465.203523,469.203523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-5.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-5.wav,jackhammer,jackhammer,7,1,180937,465.703523,469.703523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
180937-7-4-6.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold1/180937-7-4-6.wav,jackhammer,jackhammer,7,1,180937,466.203523,470.203523,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
