id,audio_path,text,category,target,fold,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st
1-13571-A-46.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-13571-A-46.wav,church_bells,church_bells,46,1,44100,5.0,32.64,1.2019420170371036,0.2573559220926274,7.02151548160684,0.0
1-13572-A-46.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-13572-A-46.wav,church_bells,church_bells,46,1,44100,5.0,26.11,1.3322797348654016,0.13492034309074757,6.561056497284037,33.86983287597542
1-13613-A-37.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-13613-A-37.wav,clock_alarm,clock_alarm,37,1,44100,5.0,32.18,2.2888065884628337,0.7092469857905315,3.579279589545442,15.561424190623521
1-137-A-32.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-137-A-32.wav,keyboard_typing,keyboard_typing,32,1,44100,5.0,9.22,2.080122137547464,3.240274541962673,1.7836590425375467,0.0
1-137296-A-16.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-137296-A-16.wav,wind,wind,16,1,44100,5.0,16.82,1.0177893958151,0.07564001222924194,1.675918614027346,0.0
1-14262-A-37.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-14262-A-37.wav,clock_alarm,clock_alarm,37,1,44100,5.0,14.664,3.719568522728275,0.9515560705576632,2.0974189321967773,29.22028325610844
1-155858-A-25.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-155858-A-25.wav,footsteps,footsteps,25,1,44100,5.0,9.77,1.4639324029475091,3.303174303878714,1.6255640844912,0.0
1-155858-B-25.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-155858-B-25.wav,footsteps,footsteps,25,1,44100,5.0,9.575,1.817586311610892,4.426150126298664,1.7736425114272865,0.0
1-155858-C-25.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-155858-C-25.wav,footsteps,footsteps,25,1,44100,5.0,9.62,1.585349790141547,4.927075267082967,1.7421160281878563,0.0
1-155858-D-25.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-155858-D-25.wav,footsteps,footsteps,25,1,44100,5.0,11.638,1.6191072484375542,4.918374533550918,2.2679931956897894,0.0
1-155858-E-25.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-155858-E-25.wav,footsteps,footsteps,25,1,44100,5.0,15.226,1.3492975843070572,5.125713973296864,3.1181136047758455,0.0
1-155858-F-25.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-155858-F-25.wav,footsteps,footsteps,25,1,44100,5.0,7.656,1.7027734728030979,4.626493884884033,1.3361689919966953,0.0
1-15689-A-4.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-15689-A-4.wav,frog,frog,4,1,44100,5.0,15.581,1.917027383456191,3.0123111189841123,5.58227692482364,12.871962731662501
1-15689-B-4.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-15689-B-4.wav,frog,frog,4,1,44100,5.0,14.205,1.7521501355799862,2.8358481320396502,5.173889740146695,0.0
1-160563-A-48.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-160563-A-48.wav,fireworks,fireworks,48,1,44100,5.0,12.522,1.707714191840818,5.298063869308746,2.7685317889497445,0.0
1-160563-B-48.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-160563-B-48.wav,fireworks,fireworks,48,1,44100,5.0,10.703,1.5008709949451484,5.130902646143129,2.6103588328263347,0.0
1-16568-A-3.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-16568-A-3.wav,cow,cow,3,1,44100,5.0,35.35,1.1506718617447473,0.06264356485215046,5.593173081099257,16.671243013730077
1-16746-A-15.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-16746-A-15.wav,water_drops,water_drops,15,1,44100,5.0,5.814,2.0629954393413836,0.5316601001708517,1.909301377576562,0.0
1-17092-A-27.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17092-A-27.wav,brushing_teeth,brushing_teeth,27,1,44100,5.0,8.1,2.109356891011291,1.5421238551341712,1.3872862833839916,0.0
1-17092-B-27.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17092-B-27.wav,brushing_teeth,brushing_teeth,27,1,44100,5.0,5.153,2.2017071298242494,1.3209507469690493,1.1765670532467056,0.0
1-17124-A-43.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17124-A-43.wav,car_horn,car_horn,43,1,44100,5.0,17.04,1.4530775931082558,1.084542229142619,5.032867999685731,0.0
1-17150-A-12.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17150-A-12.wav,crackling_fire,crackling_fire,12,1,44100,5.0,13.98,2.4574415602117448,4.541396218223702,1.8283082785893106,0.0
1-172649-A-40.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-172649-A-40.wav,helicopter,helicopter,40,1,44100,5.0,36.23,2.362436278181306,0.08858880593956038,4.54253687917502,0.0
1-172649-B-40.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-172649-B-40.wav,helicopter,helicopter,40,1,44100,5.0,33.32,2.271753546161362,0.1247169444510219,4.9166847392018305,0.0
1-172649-C-40.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-172649-C-40.wav,helicopter,helicopter,40,1,44100,5.0,28.64,2.2465419235599966,0.2098511310807043,3.2946187384048877,9.743491059298101
1-172649-D-40.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-172649-D-40.wav,helicopter,helicopter,40,1,44100,5.0,28.95,2.2815594860230295,0.5734952299448565,3.635301971821907,9.03429692948204
1-172649-E-40.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-172649-E-40.wav,helicopter,helicopter,40,1,44100,5.0,25.26,1.6476700405834792,0.3088585990988447,2.558388093733335,0.0
1-172649-F-40.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-172649-F-40.wav,helicopter,helicopter,40,1,44100,5.0,33.59,1.6233122179356523,0.29598669038687503,3.566282507687616,0.0
1-17295-A-29.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17295-A-29.wav,drinking_sipping,drinking_sipping,29,1,44100,5.0,17.62,1.0782985826893023,4.2886051247834,3.8096267583660612,0.0
1-17367-A-10.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17367-A-10.wav,rain,rain,10,1,44100,5.0,29.07,1.9716332631183593,0.09954618220378544,3.8122596754951443,0.0
1-17565-A-12.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17565-A-12.wav,crackling_fire,crackling_fire,12,1,44100,5.0,16.14,2.0571464366523573,4.743383341960397,2.757176971646887,0.0
1-17585-A-7.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17585-A-7.wav,insects,insects,7,1,44100,5.0,20.7,1.691169607450205,0.12096921833748409,4.065930900269738,17.47537287327048
1-17742-A-12.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17742-A-12.wav,crackling_fire,crackling_fire,12,1,44100,5.0,7.177,2.9407638844883315,2.685146092761259,0.8209629266002791,0.0
1-17808-A-12.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17808-A-12.wav,crackling_fire,crackling_fire,12,1,44100,5.0,8.412,1.9510824617782951,1.5127939913173862,1.143775523109417,0.0
1-17808-B-12.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17808-B-12.wav,crackling_fire,crackling_fire,12,1,44100,5.0,7.67,2.3992195986062215,4.091440374522732,1.197010309714668,0.0
1-1791-A-26.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-1791-A-26.wav,laughing,laughing,26,1,44100,5.0,12.188,1.1215966924713936,1.1423244546748723,2.2884930750196344,0.0
1-17970-A-4.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-17970-A-4.wav,frog,frog,4,1,44100,5.0,29.17,1.4991071513070127,3.0595627055896046,7.61766439970063,0.0
1-18074-A-6.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18074-A-6.wav,hen,hen,6,1,44100,5.0,16.89,1.4850639850041005,0.5069671816642204,5.055882750490393,0.0
1-18074-B-6.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18074-B-6.wav,hen,hen,6,1,44100,5.0,18.92,1.4319026713492036,0.5088420279745081,3.6326660165675704,0.0
1-181071-A-40.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-181071-A-40.wav,helicopter,helicopter,40,1,44100,5.0,22.66,0.9843082713285708,1.7970945097217315,2.4835206152521816,0.0
1-181071-B-40.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-181071-B-40.wav,helicopter,helicopter,40,1,44100,5.0,24.0,0.9585178003999091,0.5707049772002641,2.5321725448015817,0.0
1-18527-A-44.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18527-A-44.wav,engine,engine,44,1,44100,5.0,13.8,1.371815014256824,0.08693411478891006,1.7146907125001356,0.0
1-18527-B-44.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18527-B-44.wav,engine,engine,44,1,44100,5.0,13.319,1.0980831813591225,0.11980779781766114,1.7219966497476191,0.0
1-18631-A-23.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18631-A-23.wav,breathing,breathing,23,1,44100,5.0,16.27,1.1327048004527351,0.719296787177219,6.193692663555553,0.0
1-18655-A-31.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18655-A-31.wav,mouse_click,mouse_click,31,1,44100,5.0,2.802,2.761728706755084,2.99588912021474,0.7426273698509364,0.0
1-187207-A-20.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-187207-A-20.wav,crying_baby,crying_baby,20,1,44100,5.0,33.13,1.484826855759946,2.9089233058167387,8.281463575191912,17.556977139476537
1-18755-A-4.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18755-A-4.wav,frog,frog,4,1,44100,5.0,28.85,1.5964384262173126,0.7086215515113241,7.14141159247242,0.0
1-18755-B-4.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18755-B-4.wav,frog,frog,4,1,44100,5.0,26.56,1.7027349534852616,1.5452511989177107,5.531075681843836,0.0
1-18757-A-4.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18757-A-4.wav,frog,frog,4,1,44100,5.0,25.39,1.5762890072966151,1.460837794760927,6.082201770445702,12.859009303836828
1-18810-A-49.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-18810-A-49.wav,hand_saw,hand_saw,49,1,44100,5.0,29.49,2.2162082990359497,0.26313468291764236,11.3026857080159,0.0
1-19026-A-43.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19026-A-43.wav,car_horn,car_horn,43,1,44100,5.0,29.08,1.7395838394529102,0.18633655614122932,7.756369320434314,0.0
1-19111-A-24.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19111-A-24.wav,coughing,coughing,24,1,44100,5.0,19.58,1.5148315968555517,0.9400080983083781,4.7854379885723635,0.0
1-19118-A-24.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19118-A-24.wav,coughing,coughing,24,1,44100,5.0,3.504,1.2275371014825114,0.572791695803936,0.9707357227657203,0.0
1-19501-A-7.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19501-A-7.wav,insects,insects,7,1,44100,5.0,15.704,1.2325090408343127,0.5840345657319981,4.10868215670885,0.0
1-196660-A-8.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-196660-A-8.wav,sheep,sheep,8,1,44100,5.0,16.69,1.1644105494085757,0.7716882261172806,2.4425940133768553,0.0
1-196660-B-8.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-196660-B-8.wav,sheep,sheep,8,1,44100,5.0,17.16,1.2139682689160527,0.22459303152179413,3.0589886331384557,0.0
1-19840-A-36.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19840-A-36.wav,vacuum_cleaner,vacuum_cleaner,36,1,44100,5.0,15.745,1.8610841375319154,0.059979183955759366,1.9284825505941083,0.0
1-19872-A-36.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19872-A-36.wav,vacuum_cleaner,vacuum_cleaner,36,1,44100,5.0,29.64,1.6636141632629193,0.07361836936371001,3.9087642158226497,0.0
1-19872-B-36.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19872-B-36.wav,vacuum_cleaner,vacuum_cleaner,36,1,44100,5.0,26.63,1.709470497677086,0.06098231506716473,3.3516661775205514,0.0
1-19898-A-41.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19898-A-41.wav,chainsaw,chainsaw,41,1,44100,5.0,22.97,1.6644787362537854,1.2545256078129157,3.449663661435683,0.0
1-19898-B-41.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19898-B-41.wav,chainsaw,chainsaw,41,1,44100,5.0,34.7,1.674083652737581,0.5163200881529137,6.86048319236404,0.0
1-19898-C-41.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-19898-C-41.wav,chainsaw,chainsaw,41,1,44100,5.0,34.81,1.917939031294874,0.9267968149887202,4.457107901808997,0.0
1-20133-A-39.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-20133-A-39.wav,glass_breaking,glass_breaking,39,1,44100,5.0,42.18,2.295701062371253,2.012989571429149,11.569263350621748,0.0
1-202111-A-3.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-202111-A-3.wav,cow,cow,3,1,44100,5.0,23.11,1.0775031389123646,0.33652312008040064,4.010370402174747,0.0
1-20545-A-28.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-20545-A-28.wav,snoring,snoring,28,1,44100,5.0,9.19,1.205577428140946,0.5344799909366169,2.3761114028759924,0.0
1-20736-A-18.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-20736-A-18.wav,toilet_flush,toilet_flush,18,1,44100,5.0,50.98,1.8522243454541745,0.3592901114272842,7.250335927359456,0.0
1-208757-A-2.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-208757-A-2.wav,pig,pig,2,1,44100,5.0,48.46,1.3398611525571573,0.25455688448203895,7.9145825266794505,0.0
1-208757-B-2.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-208757-B-2.wav,pig,pig,2,1,44100,5.0,29.52,1.3935847522411786,0.9525512125511908,6.5678704775144094,0.0
1-208757-C-2.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-208757-C-2.wav,pig,pig,2,1,44100,5.0,31.83,1.3373923580588793,0.6073986954114888,6.418531944123339,0.0
1-208757-D-2.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-208757-D-2.wav,pig,pig,2,1,44100,5.0,38.34,1.3893472459229257,2.1145922975676377,9.148695558063427,0.0
1-208757-E-2.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-208757-E-2.wav,pig,pig,2,1,44100,5.0,25.83,1.3240832148035067,1.9584797325491037,4.583252636909542,0.0
1-211527-A-20.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-211527-A-20.wav,crying_baby,crying_baby,20,1,44100,5.0,24.61,2.0786116577568423,0.30020486584405454,5.5933314758351385,17.199095569239024
1-211527-B-20.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-211527-B-20.wav,crying_baby,crying_baby,20,1,44100,5.0,26.41,1.69066306383399,2.3608439424657353,6.660114381285296,0.0
1-211527-C-20.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-211527-C-20.wav,crying_baby,crying_baby,20,1,44100,5.0,26.19,2.1588875179265963,0.1153709890000232,6.92104858857259,16.51601777280164
1-21189-A-10.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-21189-A-10.wav,rain,rain,10,1,44100,5.0,30.85,2.0775302629672376,0.09087294805456533,3.9210636965724475,0.0
1-21421-A-46.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-21421-A-46.wav,church_bells,church_bells,46,1,44100,5.0,39.82,1.440847617856594,0.12146579628799568,6.340196632231924,15.154452283884625
1-21896-A-35.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-21896-A-35.wav,washing_machine,washing_machine,35,1,44100,5.0,22.25,1.8228009781766232,0.10849370444713857,2.628123989684108,0.0
1-21934-A-38.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-21934-A-38.wav,clock_tick,clock_tick,38,1,44100,5.0,12.205,1.4361129464147107,1.3499178045347697,3.691793885145964,16.44238681985235
1-21935-A-38.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-21935-A-38.wav,clock_tick,clock_tick,38,1,44100,5.0,15.84,1.7877485174767571,2.0599211404801823,3.9120578735653884,12.677338283496653
1-223162-A-25.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-223162-A-25.wav,footsteps,footsteps,25,1,44100,5.0,8.74,0.863125179154429,3.279257653506919,2.1046741313267106,0.0
1-22694-A-20.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-22694-A-20.wav,crying_baby,crying_baby,20,1,44100,5.0,27.12,2.050669883191379,0.3928823815484475,3.965381044452529,13.941872477218354
1-22694-B-20.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-22694-B-20.wav,crying_baby,crying_baby,20,1,44100,5.0,24.25,2.107958011744358,0.4916545743444735,5.891350346850883,0.0
1-22804-A-46.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-22804-A-46.wav,church_bells,church_bells,46,1,44100,5.0,44.58,1.4844074282225868,0.11206277012772536,7.366896059929787,0.0
1-22882-A-44.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-22882-A-44.wav,engine,engine,44,1,44100,5.0,22.2,1.3963574122267663,0.22258913912217007,2.8072027009491682,0.0
1-23094-A-15.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-23094-A-15.wav,water_drops,water_drops,15,1,44100,5.0,7.996,2.1169113895237186,1.4713226669881538,1.8524092842011697,0.0
1-23094-B-15.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-23094-B-15.wav,water_drops,water_drops,15,1,44100,5.0,7.1,1.942203228791586,0.7925521223438503,1.7107123301464449,9.861239872871483
1-23222-A-19.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-23222-A-19.wav,thunderstorm,thunderstorm,19,1,44100,5.0,26.8,1.3075988276439352,0.4399284893048457,6.772714002962328,0.0
1-23222-B-19.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-23222-B-19.wav,thunderstorm,thunderstorm,19,1,44100,5.0,19.74,1.0300799447687863,0.11407361753854854,1.9073498774127353,0.0
1-23706-A-49.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-23706-A-49.wav,hand_saw,hand_saw,49,1,44100,5.0,8.198,1.871386631633298,0.0843750590752753,2.2658616657172677,0.0
1-23996-A-35.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-23996-A-35.wav,washing_machine,washing_machine,35,1,44100,5.0,34.25,1.3795461842718353,0.11047553929763139,4.431753298930774,0.0
1-23996-B-35.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-23996-B-35.wav,washing_machine,washing_machine,35,1,44100,5.0,45.3,1.9499414384669413,0.09805697806953104,5.437422867805645,0.0
1-24074-A-43.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-24074-A-43.wav,car_horn,car_horn,43,1,44100,5.0,28.48,1.3640183028488637,0.05900482275824367,3.0457914315947607,0.0
1-24076-A-43.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-24076-A-43.wav,car_horn,car_horn,43,1,44100,5.0,38.36,1.6544660805694384,0.10195494283767437,7.133139506287711,0.0
1-24524-A-19.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-24524-A-19.wav,thunderstorm,thunderstorm,19,1,44100,5.0,7.104,0.5871512715553248,0.07335488341616067,1.0469256282024633,0.0
1-24524-B-19.wav,/root/clawd/_datasets/esc-50/ESC-50-master/audio/1-24524-B-19.wav,thunderstorm,thunderstorm,19,1,44100,5.0,19.2,0.9751951290483712,0.417647218581864,3.961211618978998,0.0
